Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2013,2014,2015,2016,2017,2018
PAK,Pakistan,756,Monetary freedom score,Value,67,68.5,71.2,71.5,74.8,77.7
PAK,Pakistan,757,Trade freedom score,Value,66,64.8,65.6,65,67.2,65.9
PAK,Pakistan,758,Investment freedom score,Value,35,40,50,55,55,55
PAK,Pakistan,759,Financial freedom score,Value,40,40,40,40,40,40
PAN,Panama,747,Index of economic freedom score,Value,62.5,63.4,64.1,64.8,66.3,67
PAN,Panama,748,Index of economic freedom score,Rank,71,71,68,66,54,54
PAN,Panama,749,Index of economic freedom score,Regional Rank,13,13,14,13,8,10
PAN,Panama,750,Property rights score,Value,30,30,30,30,61.1,60.9
PAN,Panama,751,Freedom from corruption score,Value,33,34,35,37,,
PAN,Panama,752,Fiscal freedom score,Value,86.2,84.3,84.5,84.4,,
PAN,Panama,753,Gov't spending score,Value,77.8,78.7,78.8,77.9,83.1,84.1
PAN,Panama,754,Business freedom score,Value,72.5,73,71.5,74.4,74.4,74.4
PAN,Panama,755,Labor freedom score,Value,40.1,39.4,41.5,42.9,43,43.5
PAN,Panama,756,Monetary freedom score,Value,75.9,75.1,76.4,78.6,78.4,79.5
PAN,Panama,757,Trade freedom score,Value,74.8,74.2,78.4,77.8,77.8,77.8
PAN,Panama,758,Investment freedom score,Value,65,75,75,75,75,75
PAN,Panama,759,Financial freedom score,Value,70,70,70,70,70,70
PER,Peru,747,Index of economic freedom score,Value,68.2,67.4,67.7,67.4,68.9,68.7
PER,Peru,748,Index of economic freedom score,Rank,44,47,47,49,43,43
PER,Peru,749,Index of economic freedom score,Regional Rank,7,7,8,9,7,7
PER,Peru,750,Property rights score,Value,40,40,40,40,58.3,56.9
PER,Peru,751,Freedom from corruption score,Value,34,34,38,38,,
PER,Peru,752,Fiscal freedom score,Value,79.9,79.1,78.6,78.5,,
PER,Peru,753,Gov't spending score,Value,89.1,89.1,88.5,86.1,85.1,85.6
PER,Peru,754,Business freedom score,Value,72.3,70.6,67.7,67.8,69.4,69.2
PER,Peru,755,Labor freedom score,Value,67.1,61.4,63.4,62.9,62.8,62.4
PER,Peru,756,Monetary freedom score,Value,84.3,83.3,83.9,83.7,83.3,83.1
PER,Peru,757,Trade freedom score,Value,85,87,87,87,87.1,87.1
PER,Peru,758,Investment freedom score,Value,70,70,70,70,75,75
PER,Peru,759,Financial freedom score,Value,60,60,60,60,60,60
PHL,Philippines,747,Index of economic freedom score,Value,58.2,60.1,62.2,63.1,65.6,65
PHL,Philippines,748,Index of economic freedom score,Rank,97,89,76,70,58,61
PHL,Philippines,749,Index of economic freedom score,Regional Rank,17,16,13,14,14,13
PHL,Philippines,750,Property rights score,Value,30,30,30,30,49.2,45
PHL,Philippines,751,Freedom from corruption score,Value,26,26.1,36,38,,
PHL,Philippines,752,Fiscal freedom score,Value,79.3,79.2,79.1,79,,
PHL,Philippines,753,Gov't spending score,Value,90.2,92.3,89.3,89.6,89.4,89.3
PHL,Philippines,754,Business freedom score,Value,53.1,59.9,55.3,63,62.6,62.6
PHL,Philippines,755,Labor freedom score,Value,51,49.7,58.2,57.1,57.2,57.6
PHL,Philippines,756,Monetary freedom score,Value,76.6,78,78.8,77.7,80.6,76.3
PHL,Philippines,757,Trade freedom score,Value,75.5,75.5,75.4,76.4,76.4,80.7
PHL,Philippines,758,Investment freedom score,Value,50,60,60,60,60,60
PHL,Philippines,759,Financial freedom score,Value,50,50,60,60,60,60
PNG,Papua New Guinea,747,Index of economic freedom score,Value,53.6,53.9,53.1,53.2,50.9,55.7
PNG,Papua New Guinea,748,Index of economic freedom score,Rank,130,132,137,140,152,127
PNG,Papua New Guinea,749,Index of economic freedom score,Regional Rank,26,28,29,30,37,28
PNG,Papua New Guinea,750,Property rights score,Value,20,20,20,20,37.7,38
PNG,Papua New Guinea,751,Freedom from corruption score,Value,22,20.2,25,25,,
PNG,Papua New Guinea,752,Fiscal freedom score,Value,67.4,66.7,66.9,67.3,,
PNG,Papua New Guinea,753,Gov't spending score,Value,72.3,75.4,68.7,76.2,64.5,82
PNG,Papua New Guinea,754,Business freedom score,Value,58.3,57,53.5,59.9,59.8,60.6
PNG,Papua New Guinea,755,Labor freedom score,Value,73.4,73.7,74.5,71.9,67.4,66.7
PNG,Papua New Guinea,756,Monetary freedom score,Value,72.4,75.5,72.7,70.6,69.8,68.8
PNG,Papua New Guinea,757,Trade freedom score,Value,85,85.1,85,85.6,85.4,85.9
PNG,Papua New Guinea,758,Investment freedom score,Value,35,35,35,25,25,25
PNG,Papua New Guinea,759,Financial freedom score,Value,30,30,30,30,30,30
POL,Poland,747,Index of economic freedom score,Value,66,67,68.6,69.3,68.3,68.5
POL,Poland,748,Index of economic freedom score,Rank,57,50,42,39,45,45
POL,Poland,749,Index of economic freedom score,Regional Rank,26,23,19,18,21,21
POL,Poland,750,Property rights score,Value,60,60,60,65,60.8,61.8
POL,Poland,751,Freedom from corruption score,Value,55,54.8,60,61,,
POL,Poland,752,Fiscal freedom score,Value,76,76.1,82.1,75.5,,
POL,Poland,753,Gov't spending score,Value,43,43.2,47.1,46.5,46.9,47.8
POL,Poland,754,Business freedom score,Value,64,70.1,67.3,68.7,67.8,67.2
POL,Poland,755,Labor freedom score,Value,62.9,60.4,60.4,58,61.5,63.9
POL,Poland,756,Monetary freedom score,Value,77.7,77.8,81.3,85.2,84.7,85
POL,Poland,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
POL,Poland,758,Investment freedom score,Value,65,70,70,75,75,75
POL,Poland,759,Financial freedom score,Value,70,70,70,70,70,70
PRK,"Korea, Dem. People’s Rep.",747,Index of economic freedom score,Value,1.5,1,1.3,2.3,,
PRK,"Korea, Dem. People’s Rep.",748,Index of economic freedom score,Rank,177,178,178,178,,
PRK,"Korea, Dem. People’s Rep.",749,Index of economic freedom score,Regional Rank,41,42,42,42,,
PRK,"Korea, Dem. People’s Rep.",750,Property rights score,Value,5,5,5,5,,
PRK,"Korea, Dem. People’s Rep.",751,Freedom from corruption score,Value,10,5,8,8,,
PRK,"Korea, Dem. People’s Rep.",752,Fiscal freedom score,Value,0,0,0,0,,
PRK,"Korea, Dem. People’s Rep.",753,Gov't spending score,Value,0,0,0,0,,
PRK,"Korea, Dem. People’s Rep.",754,Business freedom score,Value,0,0,0,5,,
PRK,"Korea, Dem. People’s Rep.",755,Labor freedom score,Value,0,0,0,5,,
PRK,"Korea, Dem. People’s Rep.",756,Monetary freedom score,Value,0,0,0,0,,
PRK,"Korea, Dem. People’s Rep.",757,Trade freedom score,Value,0,0,0,0,,
PRK,"Korea, Dem. People’s Rep.",758,Investment freedom score,Value,0,0,0,0,,
PRK,"Korea, Dem. People’s Rep.",759,Financial freedom score,Value,0,0,0,0,,
PRT,Portugal,747,Index of economic freedom score,Value,63.1,63.5,65.3,65.1,62.6,63.4
PRT,Portugal,748,Index of economic freedom score,Rank,67,69,64,64,77,72
PRT,Portugal,749,Index of economic freedom score,Regional Rank,31,32,30,30,33,35
PRT,Portugal,750,Property rights score,Value,70,70,70,70,73.3,69.2
PRT,Portugal,751,Freedom from corruption score,Value,61,61.1,62,63,,
PRT,Portugal,752,Fiscal freedom score,Value,61.6,60.1,61.1,60.5,,
PRT,Portugal,753,Gov't spending score,Value,28.3,26.8,28.8,24.8,25.1,29.8
PRT,Portugal,754,Business freedom score,Value,82.8,84.9,87.5,85.3,86.4,83.2
PRT,Portugal,755,Labor freedom score,Value,31,34.6,42.9,43.5,43.4,44.1
PRT,Portugal,756,Monetary freedom score,Value,79.4,79.3,82.8,85.7,85.9,85.3
PRT,Portugal,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
PRT,Portugal,758,Investment freedom score,Value,70,70,70,70,70,70
PRT,Portugal,759,Financial freedom score,Value,60,60,60,60,60,60
PRY,Paraguay,747,Index of economic freedom score,Value,61.1,62,61.1,61.5,62.4,62.1
PRY,Paraguay,748,Index of economic freedom score,Rank,80,78,83,83,80,82
PRY,Paraguay,749,Index of economic freedom score,Regional Rank,15,15,15,16,17,17
PRY,Paraguay,750,Property rights score,Value,30,30,30,30,38.2,38.3
PRY,Paraguay,751,Freedom from corruption score,Value,22,20.5,24,24,,
PRY,Paraguay,752,Fiscal freedom score,Value,95.9,96.2,96,96.3,,
PRY,Paraguay,753,Gov't spending score,Value,85.4,89,81.9,83.3,83,82.2
PRY,Paraguay,754,Business freedom score,Value,59.1,58,58.4,62.6,62.4,62.2
PRY,Paraguay,755,Labor freedom score,Value,25.6,28.9,26.3,30.4,28.5,29.9
PRY,Paraguay,756,Monetary freedom score,Value,79.8,80.9,78.3,76.8,78.3,72.4
PRY,Paraguay,757,Trade freedom score,Value,82.7,81.1,81.4,76.2,76.6,76.1
PRY,Paraguay,758,Investment freedom score,Value,70,75,75,75,75,75
PRY,Paraguay,759,Financial freedom score,Value,60,60,60,60,60,60
QAT,Qatar,747,Index of economic freedom score,Value,71.3,71.2,70.8,70.7,73.1,72.6
QAT,Qatar,748,Index of economic freedom score,Rank,27,30,32,34,29,29
QAT,Qatar,749,Index of economic freedom score,Regional Rank,2,3,3,3,2,2
QAT,Qatar,750,Property rights score,Value,70,70,70,65,74.8,70.3
QAT,Qatar,751,Freedom from corruption score,Value,72,72.4,68,69,,
QAT,Qatar,752,Fiscal freedom score,Value,99.8,99.9,99.7,99.7,,
QAT,Qatar,753,Gov't spending score,Value,81.2,72.1,71.9,70.4,71.2,60.2
QAT,Qatar,754,Business freedom score,Value,69.4,71.7,70.5,71.4,68.1,71.3
QAT,Qatar,755,Labor freedom score,Value,63.4,70,71.2,70.7,65.4,65.4
QAT,Qatar,756,Monetary freedom score,Value,80.3,81.2,79.7,74.1,80.6,75
QAT,Qatar,757,Trade freedom score,Value,82.5,79.8,81.8,81.8,83.1,83.3
QAT,Qatar,758,Investment freedom score,Value,45,45,45,45,55,60
QAT,Qatar,759,Financial freedom score,Value,50,50,50,60,60,60
ROU,Romania,747,Index of economic freedom score,Value,65.1,65.5,66.6,65.6,69.7,69.4
ROU,Romania,748,Index of economic freedom score,Rank,59,62,57,61,39,37
ROU,Romania,749,Index of economic freedom score,Regional Rank,28,29,27,29,20,19
ROU,Romania,750,Property rights score,Value,40,40,40,35,63.9,61
ROU,Romania,751,Freedom from corruption score,Value,36,37.7,43,43,,
ROU,Romania,752,Fiscal freedom score,Value,87.9,87,86.9,87.5,,
ROU,Romania,753,Gov't spending score,Value,62.2,59.2,62.3,65.6,65.3,66.9
ROU,Romania,754,Business freedom score,Value,70.4,71,69.8,66.1,65.9,65.2
ROU,Romania,755,Labor freedom score,Value,63.5,65.2,68.6,65.1,62.5,66.8
ROU,Romania,756,Monetary freedom score,Value,74.7,77.1,77.3,81.1,83.6,82.8
ROU,Romania,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
ROU,Romania,758,Investment freedom score,Value,80,80,80,75,75,75
ROU,Romania,759,Financial freedom score,Value,50,50,50,50,50,50
RUS,Russian Federation,747,Index of economic freedom score,Value,51.1,51.9,52.1,50.6,57.1,58.2
RUS,Russian Federation,748,Index of economic freedom score,Rank,139,140,143,153,114,107
RUS,Russian Federation,749,Index of economic freedom score,Regional Rank,41,41,41,42,42,41
RUS,Russian Federation,750,Property rights score,Value,25,25,20,20,47.6,48.7
RUS,Russian Federation,751,Freedom from corruption score,Value,24,22.1,28,27,,
RUS,Russian Federation,752,Fiscal freedom score,Value,86.9,85.6,86.1,82.2,,
RUS,Russian Federation,753,Gov't spending score,Value,54.4,61.5,57.8,56.2,61.5,62.5
RUS,Russian Federation,754,Business freedom score,Value,69.2,70,76.3,72.2,74.8,77
RUS,Russian Federation,755,Labor freedom score,Value,52.6,55.8,58.9,57.6,50.8,52
RUS,Russian Federation,756,Monetary freedom score,Value,66.7,69.4,63.9,62.9,57.3,60.8
RUS,Russian Federation,757,Trade freedom score,Value,77.4,74.6,75,72.4,75.2,79.4
RUS,Russian Federation,758,Investment freedom score,Value,25,25,25,25,30,30
RUS,Russian Federation,759,Financial freedom score,Value,30,30,30,30,30,30
RWA,Rwanda,747,Index of economic freedom score,Value,64.1,64.7,64.8,63.1,67.6,69.1
RWA,Rwanda,748,Index of economic freedom score,Rank,63,65,65,71,51,39
RWA,Rwanda,749,Index of economic freedom score,Regional Rank,3,4,4,4,3,3
RWA,Rwanda,750,Property rights score,Value,30,30,30,30,64.4,69.8
RWA,Rwanda,751,Freedom from corruption score,Value,50,46.9,53,49,,
RWA,Rwanda,752,Fiscal freedom score,Value,80.4,80.3,80.2,80.1,,
RWA,Rwanda,753,Gov't spending score,Value,75.9,78.2,79.2,77.1,77.3,77.7
RWA,Rwanda,754,Business freedom score,Value,65.6,69.6,59.5,60.5,59,55
RWA,Rwanda,755,Labor freedom score,Value,80.3,84.1,84.5,82,81.8,81.2
RWA,Rwanda,756,Monetary freedom score,Value,75.5,74.8,76,79.4,80,76.5
RWA,Rwanda,757,Trade freedom score,Value,78,77.7,80.8,67.6,70.3,70.7
RWA,Rwanda,758,Investment freedom score,Value,65,65,65,65,60,60
RWA,Rwanda,759,Financial freedom score,Value,40,40,40,40,40,40
SAU,Saudi Arabia,747,Index of economic freedom score,Value,60.6,62.2,62.1,62.1,64.4,59.6
SAU,Saudi Arabia,748,Index of economic freedom score,Rank,82,77,77,78,64,98
SAU,Saudi Arabia,749,Index of economic freedom score,Regional Rank,8,8,8,8,7,9
SAU,Saudi Arabia,750,Property rights score,Value,40,40,40,40,62,53.1
SAU,Saudi Arabia,751,Freedom from corruption score,Value,44,43.7,46,49,,
SAU,Saudi Arabia,752,Fiscal freedom score,Value,99.6,99.7,99.7,99.7,,
SAU,Saudi Arabia,753,Gov't spending score,Value,52.2,63.1,61.9,56.8,54.5,52
SAU,Saudi Arabia,754,Business freedom score,Value,68.2,67.3,65.8,69.9,73.8,74
SAU,Saudi Arabia,755,Labor freedom score,Value,69.2,75.8,72.7,68.5,68.5,64.8
SAU,Saudi Arabia,756,Monetary freedom score,Value,65.7,68.7,68.4,69.2,70.1,73.8
SAU,Saudi Arabia,757,Trade freedom score,Value,77.3,74,76.4,77.8,78.2,78.2
SAU,Saudi Arabia,758,Investment freedom score,Value,40,40,40,40,40,40
SAU,Saudi Arabia,759,Financial freedom score,Value,50,50,50,50,50,50
SDN,Sudan,747,Index of economic freedom score,Value,,,,,48.8,49.4
SDN,Sudan,748,Index of economic freedom score,Rank,,,,,164,161
SDN,Sudan,749,Index of economic freedom score,Regional Rank,,,,,40,37
SDN,Sudan,750,Property rights score,Value,,,,,31.1,27.8
SDN,Sudan,751,Freedom from corruption score,Value,16,9.8,11,11,,
SDN,Sudan,752,Fiscal freedom score,Value,,85.1,86.4,86.4,,
SDN,Sudan,753,Gov't spending score,Value,89.9,90.3,94.5,94.8,95.1,95.3
SDN,Sudan,754,Business freedom score,Value,57.4,54.5,49,48.8,53.9,52.3
SDN,Sudan,755,Labor freedom score,Value,65.4,49.1,43.8,43.5,49.7,58.8
SDN,Sudan,756,Monetary freedom score,Value,64.5,55.8,52.8,46.7,59.3,62.2
SDN,Sudan,757,Trade freedom score,Value,,55.6,55.6,50.6,50.5,56.1
SDN,Sudan,758,Investment freedom score,Value,15,15,15,10,15,5
SDN,Sudan,759,Financial freedom score,Value,,,,,20,20
SEN,Senegal,747,Index of economic freedom score,Value,55.5,55.4,57.8,58.1,55.9,55.7
SEN,Senegal,748,Index of economic freedom score,Rank,116,125,106,111,120,126
SEN,Senegal,749,Index of economic freedom score,Regional Rank,19,23,16,18,21,21
SEN,Senegal,750,Property rights score,Value,40,40,40,40,44,41.3
SEN,Senegal,751,Freedom from corruption score,Value,29,29.5,41,43,,
SEN,Senegal,752,Fiscal freedom score,Value,65.2,65.1,71.3,71.6,,
SEN,Senegal,753,Gov't spending score,Value,75.6,75.4,74.6,76.1,74.3,72.7
SEN,Senegal,754,Business freedom score,Value,56.7,47.5,54.6,49.1,50.8,51.5
SEN,Senegal,755,Labor freedom score,Value,41.3,41.5,39.5,42.4,38.9,41.4
SEN,Senegal,756,Monetary freedom score,Value,79.6,81.8,83,84.9,86,84.7
SEN,Senegal,757,Trade freedom score,Value,72.2,73.2,74,73.8,73.1,66.7
SEN,Senegal,758,Investment freedom score,Value,55,60,60,60,60,60
SEN,Senegal,759,Financial freedom score,Value,40,40,40,40,40,40
SGP,Singapore,747,Index of economic freedom score,Value,88,89.4,89.4,87.8,88.6,88.8
SGP,Singapore,748,Index of economic freedom score,Rank,2,2,2,2,2,2
SGP,Singapore,749,Index of economic freedom score,Regional Rank,2,2,2,2,2,2
SGP,Singapore,750,Property rights score,Value,90,90,90,90,97.1,98.4
SGP,Singapore,751,Freedom from corruption score,Value,92,91.9,86,84,,
SGP,Singapore,752,Fiscal freedom score,Value,91.1,91.2,91.2,91.2,,
SGP,Singapore,753,Gov't spending score,Value,91.3,91.2,93.8,90.1,90.1,90.6
SGP,Singapore,754,Business freedom score,Value,97.1,96.8,96.9,95,95.1,90.9
SGP,Singapore,755,Labor freedom score,Value,91.4,96.5,96.9,90.7,90.8,92.6
SGP,Singapore,756,Monetary freedom score,Value,82,81.5,83.7,81.8,84.3,85.2
SGP,Singapore,757,Trade freedom score,Value,90,90,90,90,90,90
SGP,Singapore,758,Investment freedom score,Value,75,85,85,85,85,85
SGP,Singapore,759,Financial freedom score,Value,80,80,80,80,80,80
SLB,Solomon Islands,747,Index of economic freedom score,Value,45,46.2,47,47,55,57.5
SLB,Solomon Islands,748,Index of economic freedom score,Rank,165,165,159,161,126,114
SLB,Solomon Islands,749,Index of economic freedom score,Regional Rank,37,39,36,37,27,26
SLB,Solomon Islands,750,Property rights score,Value,30,30,30,30,39.3,49.4
SLB,Solomon Islands,751,Freedom from corruption score,Value,27,25,25,25,,
SLB,Solomon Islands,752,Fiscal freedom score,Value,66.2,61.4,61.1,61.4,,
SLB,Solomon Islands,753,Gov't spending score,Value,6.1,21.3,25.7,25.2,34.4,35.6
SLB,Solomon Islands,754,Business freedom score,Value,66.6,65.2,67.7,68.5,68.5,68.9
SLB,Solomon Islands,755,Labor freedom score,Value,66.4,65.2,68.6,66.2,70.5,72.4
SLB,Solomon Islands,756,Monetary freedom score,Value,75.4,75.4,74.3,75.5,81,84
SLB,Solomon Islands,757,Trade freedom score,Value,72.6,73,73,73,83,74.7
SLB,Solomon Islands,758,Investment freedom score,Value,10,15,15,15,15,15
SLB,Solomon Islands,759,Financial freedom score,Value,30,30,30,30,30,30
SLE,Sierra Leone,747,Index of economic freedom score,Value,48.3,50.5,51.7,52.3,52.6,51.8
SLE,Sierra Leone,748,Index of economic freedom score,Rank,151,148,147,142,145,151
SLE,Sierra Leone,749,Index of economic freedom score,Regional Rank,37,34,36,33,32,33
SLE,Sierra Leone,750,Property rights score,Value,10,15,10,10,37.4,33.6
SLE,Sierra Leone,751,Freedom from corruption score,Value,25,24.6,30,31,,
SLE,Sierra Leone,752,Fiscal freedom score,Value,80.7,80.7,80.8,81.2,,
SLE,Sierra Leone,753,Gov't spending score,Value,75.9,85.7,87.5,92.6,90.2,89.8
SLE,Sierra Leone,754,Business freedom score,Value,51.5,55.3,53.4,49.9,49.6,51.3
SLE,Sierra Leone,755,Labor freedom score,Value,26.3,28.7,41.6,43.2,29.7,30.5
SLE,Sierra Leone,756,Monetary freedom score,Value,68.5,70.2,68.5,70.8,71.1,69.5
SLE,Sierra Leone,757,Trade freedom score,Value,70.2,70.2,70.2,69.4,69.4,69.4
SLE,Sierra Leone,758,Investment freedom score,Value,55,55,55,55,60,60
SLE,Sierra Leone,759,Financial freedom score,Value,20,20,20,20,20,20
SLV,El Salvador,747,Index of economic freedom score,Value,66.7,66.2,65.7,65.1,64.1,63.2
SLV,El Salvador,748,Index of economic freedom score,Rank,53,59,62,63,66,75
SLV,El Salvador,749,Index of economic freedom score,Regional Rank,10,11,12,12,12,16
SLV,El Salvador,750,Property rights score,Value,40,40,35,35,45.3,37.3
SLV,El Salvador,751,Freedom from corruption score,Value,34,34.3,38,39,,
SLV,El Salvador,752,Fiscal freedom score,Value,85.7,79.6,79.4,79.1,,
SLV,El Salvador,753,Gov't spending score,Value,85.4,85.8,85.5,85.3,85.9,86.3
SLV,El Salvador,754,Business freedom score,Value,61.8,59.6,53.3,56,57.3,58.2
SLV,El Salvador,755,Labor freedom score,Value,62,63.3,53.3,52.6,54.5,52.9
SLV,El Salvador,756,Monetary freedom score,Value,79.6,80,82.5,83.4,79.2,79.8
SLV,El Salvador,757,Trade freedom score,Value,79,79,85.2,85.8,86.5,86.4
SLV,El Salvador,758,Investment freedom score,Value,70,70,75,75,80,80
SLV,El Salvador,759,Financial freedom score,Value,70,70,70,60,60,60
SOM,Somalia,750,Property rights score,Value,,,,,6.8,33.1
SOM,Somalia,751,Freedom from corruption score,Value,10,5,8,8,,
SOM,Somalia,754,Business freedom score,Value,,,,,92.3,
SOM,Somalia,755,Labor freedom score,Value,,,,,91.8,
SRB,Serbia,747,Index of economic freedom score,Value,58.6,59.4,60,62.1,58.9,62.5
SRB,Serbia,748,Index of economic freedom score,Rank,94,95,90,77,99,80
SRB,Serbia,749,Index of economic freedom score,Regional Rank,37,37,37,33,39,37
SRB,Serbia,750,Property rights score,Value,40,40,45,50,50.3,46.2
SRB,Serbia,751,Freedom from corruption score,Value,33,34,42,41,,
SRB,Serbia,752,Fiscal freedom score,Value,84.2,83.1,82.4,84.3,,
SRB,Serbia,753,Gov't spending score,Value,40.3,38.6,27.1,44.1,40.3,40.6
SRB,Serbia,754,Business freedom score,Value,60.2,59.3,57.8,60.2,62.9,68.3
SRB,Serbia,755,Labor freedom score,Value,70.4,70.1,70.4,66.2,65.9,69.2
SRB,Serbia,756,Monetary freedom score,Value,65.3,66.9,72.2,77.5,80.8,82.9
SRB,Serbia,757,Trade freedom score,Value,77.9,77,78.2,77.8,77.8,87.4
SRB,Serbia,758,Investment freedom score,Value,65,75,75,70,70,70
SRB,Serbia,759,Financial freedom score,Value,50,50,50,50,50,50
STP,Sao Tome and Principe,747,Index of economic freedom score,Value,48,48.8,53.3,56.7,55.4,53.6
STP,Sao Tome and Principe,748,Index of economic freedom score,Rank,153,157,136,120,124,137
STP,Sao Tome and Principe,749,Index of economic freedom score,Regional Rank,36,38,29,22,24,26
STP,Sao Tome and Principe,750,Property rights score,Value,20,20,25,25,37.7,38
STP,Sao Tome and Principe,751,Freedom from corruption score,Value,30,32.5,42,42,,
STP,Sao Tome and Principe,752,Fiscal freedom score,Value,86.9,86.9,87.8,87.4,,
STP,Sao Tome and Principe,753,Gov't spending score,Value,45.3,27.9,41.4,70.1,67.9,69.5
STP,Sao Tome and Principe,754,Business freedom score,Value,53.5,52.6,65.1,65.9,65,65.9
STP,Sao Tome and Principe,755,Labor freedom score,Value,38.6,44.7,45.8,46.1,47.2,42.7
STP,Sao Tome and Principe,756,Monetary freedom score,Value,66,68.3,70.7,67.6,69.6,70.1
STP,Sao Tome and Principe,757,Trade freedom score,Value,60,75.3,75.2,73,71.8,71.8
STP,Sao Tome and Principe,758,Investment freedom score,Value,50,50,50,60,65,60
STP,Sao Tome and Principe,759,Financial freedom score,Value,30,30,30,30,30,30
SUR,Suriname,747,Index of economic freedom score,Value,52,54.2,54.2,53.8,48,48.1
SUR,Suriname,748,Index of economic freedom score,Rank,135,130,129,134,167,166
SUR,Suriname,749,Index of economic freedom score,Regional Rank,23,23,23,23,29,29
SUR,Suriname,750,Property rights score,Value,40,40,35,30,45.1,39.7
SUR,Suriname,751,Freedom from corruption score,Value,30,32.9,36,36,,
SUR,Suriname,752,Fiscal freedom score,Value,71.6,69,69.3,69.4,,
SUR,Suriname,753,Gov't spending score,Value,72.5,78.3,73.8,70.3,69.6,76.4
SUR,Suriname,754,Business freedom score,Value,40.2,41.8,42.2,48.8,48.6,48.3
SUR,Suriname,755,Labor freedom score,Value,77.5,81.8,81.9,76.3,76.1,73.5
SUR,Suriname,756,Monetary freedom score,Value,66.7,71.8,77.2,78.7,75.1,50.5
SUR,Suriname,757,Trade freedom score,Value,66.3,66.2,66.2,68.4,68.4,74.8
SUR,Suriname,758,Investment freedom score,Value,25,30,30,30,30,40
SUR,Suriname,759,Financial freedom score,Value,30,30,30,30,30,30
SVK,Slovak Republic,747,Index of economic freedom score,Value,68.7,66.4,67.2,66.6,65.7,65.3
SVK,Slovak Republic,748,Index of economic freedom score,Rank,42,57,50,56,57,59
SVK,Slovak Republic,749,Index of economic freedom score,Regional Rank,20,26,22,25,28,29
SVK,Slovak Republic,750,Property rights score,Value,50,50,50,50,69,68.2
SVK,Slovak Republic,751,Freedom from corruption score,Value,40,41.8,47,50,,
SVK,Slovak Republic,752,Fiscal freedom score,Value,84.7,80.2,80.8,80.1,,
SVK,Slovak Republic,753,Gov't spending score,Value,58,56,55.1,49.5,47.2,44.3
SVK,Slovak Republic,754,Business freedom score,Value,71,67,69.6,68.4,64.9,63.9
SVK,Slovak Republic,755,Labor freedom score,Value,72.2,53.6,56.5,55,54.4,54
SVK,Slovak Republic,756,Monetary freedom score,Value,79.1,78.1,75.5,79.5,81.1,81
SVK,Slovak Republic,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
SVK,Slovak Republic,758,Investment freedom score,Value,75,80,80,75,75,75
SVK,Slovak Republic,759,Financial freedom score,Value,70,70,70,70,70,70
SVN,Slovenia,747,Index of economic freedom score,Value,61.7,62.7,60.3,60.6,59.2,64.8
SVN,Slovenia,748,Index of economic freedom score,Rank,76,74,88,90,97,64
SVN,Slovenia,749,Index of economic freedom score,Regional Rank,34,34,36,37,38,31
SVN,Slovenia,750,Property rights score,Value,60,60,60,60,75,76.6
SVN,Slovenia,751,Freedom from corruption score,Value,59,61,57,58,,
SVN,Slovenia,752,Fiscal freedom score,Value,65.7,58.9,58.1,58.6,,
SVN,Slovenia,753,Gov't spending score,Value,22.3,22.6,0,0,28.6,31.2
SVN,Slovenia,754,Business freedom score,Value,80.7,85.4,81.2,82,80.6,79.5
SVN,Slovenia,755,Labor freedom score,Value,40.4,51,57.1,55.4,60.2,61.3
SVN,Slovenia,756,Monetary freedom score,Value,81.6,80.3,81.3,84.3,85.3,87.3
SVN,Slovenia,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
SVN,Slovenia,758,Investment freedom score,Value,70,70,70,70,70,70
SVN,Slovenia,759,Financial freedom score,Value,50,50,50,50,50,50
SWE,Sweden,747,Index of economic freedom score,Value,72.9,73.1,72.7,72,74.9,76.3
SWE,Sweden,748,Index of economic freedom score,Rank,18,20,23,26,19,15
SWE,Sweden,749,Index of economic freedom score,Regional Rank,9,10,12,14,10,8
SWE,Sweden,750,Property rights score,Value,90,90,90,90,88.6,92.6
SWE,Sweden,751,Freedom from corruption score,Value,93,92.3,89,87,,
SWE,Sweden,752,Fiscal freedom score,Value,39.6,42.9,43,44.4,,
SWE,Sweden,753,Gov't spending score,Value,21,21.4,19.2,14.9,21.7,23.2
SWE,Sweden,754,Business freedom score,Value,93.2,91.1,87.9,89.7,90.8,89.3
SWE,Sweden,755,Labor freedom score,Value,53.6,52.9,54,53.5,53.2,53.7
SWE,Sweden,756,Monetary freedom score,Value,82.1,82.5,85.5,87.1,85.3,83.8
SWE,Sweden,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
SWE,Sweden,758,Investment freedom score,Value,90,90,90,85,85,85
SWE,Sweden,759,Financial freedom score,Value,80,80,80,80,80,80
SWZ,Swaziland,747,Index of economic freedom score,Value,57.2,61.2,59.9,59.7,61.1,55.9
SWZ,Swaziland,748,Index of economic freedom score,Rank,104,82,91,94,88,123
SWZ,Swaziland,749,Index of economic freedom score,Regional Rank,16,8,8,11,8,20
SWZ,Swaziland,750,Property rights score,Value,40,40,40,40,53.5,55.3
